,Team,Conf,Games,Wins,ADJOE,ADJDE,Power_Rating,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,Two_PO,Two_PD,Three_PO,Three_PD,ADJ_T,WAB,Postseason,Year,avg_conf_power_rating,win_perc,wab_perc
3542,Georgetown,BE,30,15,111.5,100.4,0.7688,51.8,50.8,20.7,17.0,31.3,26.0,38.3,28.3,50.1,49.9,36.6,34.8,71.4,-3.5,DIDNT_MAKE,2018,0.84766,0.5,-0.11666666666666667
3543,Indiana,B10,31,16,108.8,98.0,0.7685,51.1,50.8,18.2,19.7,31.8,29.5,36.4,32.2,52.5,48.4,32.2,36.7,67.8,-2.8,DIDNT_MAKE,2018,0.8089000000000001,0.5161290322580645,-0.09032258064516129
3544,Fresno St.,MWC,32,21,108.5,98.0,0.7631,54.5,49.6,17.4,18.8,26.6,24.6,38.4,39.0,52.7,46.7,39.0,36.8,67.7,-3.8,DIDNT_MAKE,2018,0.6094636363636364,0.65625,-0.11875
3545,Wisconsin,B10,33,15,108.7,98.3,0.7618,50.9,51.2,16.8,18.4,28.4,27.7,32.7,30.2,51.2,50.6,33.5,35.0,63.9,-3.8,DIDNT_MAKE,2018,0.8089000000000001,0.45454545454545453,-0.11515151515151514
3546,South Carolina,SEC,33,17,104.7,94.8,0.759,46.2,49.3,19.7,21.0,33.6,27.5,42.8,43.1,43.5,48.7,33.8,33.5,69.8,-3.1,DIDNT_MAKE,2018,0.8223999999999999,0.5151515151515151,-0.09393939393939395
3547,Northwestern,B10,32,15,109.0,99.0,0.7512,49.5,51.0,17.8,19.0,29.4,27.7,29.1,37.0,47.1,48.9,35.4,36.2,65.5,-4.2,DIDNT_MAKE,2018,0.8089000000000001,0.46875,-0.13125
3548,Oregon,P12,36,23,110.0,100.0,0.7501,53.3,50.3,17.1,19.0,31.0,26.8,31.7,36.3,53.1,48.4,35.7,35.6,68.6,-2.3,DIDNT_MAKE,2018,0.7002,0.6388888888888888,-0.06388888888888888
3549,St. Bonaventure,A10,34,26,109.6,99.7,0.7485,51.6,49.0,16.3,20.4,29.3,29.1,40.5,38.4,48.5,49.7,38.6,32.0,70.4,1.4,R64,2018,0.5500499999999999,0.7647058823529411,0.041176470588235294
3550,South Dakota,Sum,35,26,108.3,98.6,0.7458,52.1,48.4,15.7,19.9,29.4,27.1,35.7,29.7,51.9,47.1,35.0,33.7,71.7,-1.8,DIDNT_MAKE,2018,0.459525,0.7428571428571429,-0.05142857142857143
3551,Murray St.,OVC,32,26,110.6,100.8,0.7449,55.0,47.2,17.6,18.0,32.9,27.6,37.3,30.5,54.4,47.6,37.2,30.9,67.8,-0.4,R64,2018,0.3893166666666667,0.8125,-0.0125
3552,Boston College,ACC,35,19,112.6,102.8,0.7399,52.1,51.8,18.2,17.6,30.1,26.0,30.7,27.1,51.1,50.1,35.9,36.1,70.9,-1.8,DIDNT_MAKE,2018,0.8080333333333336,0.5428571428571428,-0.05142857142857143
3553,Stanford,P12,35,19,107.6,98.5,0.7341,51.9,49.7,20.6,15.9,32.8,27.0,41.6,29.2,50.3,47.9,36.9,35.1,71.9,-4.3,DIDNT_MAKE,2018,0.7002,0.5428571428571428,-0.12285714285714285
3554,Illinois,B10,32,14,110.7,101.7,0.727,49.8,53.3,18.8,23.2,34.0,31.3,33.1,47.9,49.8,54.1,33.2,34.5,71.2,-6.5,DIDNT_MAKE,2018,0.8089000000000001,0.4375,-0.203125
3555,Iowa St.,B12,31,13,110.2,101.3,0.7249,49.9,51.0,17.0,16.4,29.5,30.6,29.8,26.5,47.9,51.0,35.8,33.9,70.1,-4.2,DIDNT_MAKE,2018,0.86392,0.41935483870967744,-0.13548387096774195
3556,Wake Forest,ACC,31,11,110.4,101.6,0.7242,50.5,51.5,18.8,17.5,30.5,27.7,31.9,39.0,47.4,48.1,37.4,37.7,70.7,-7.9,DIDNT_MAKE,2018,0.8080333333333336,0.3548387096774194,-0.25483870967741934
3557,BYU,WCC,35,24,106.7,98.2,0.7226,54.1,51.3,16.8,18.5,22.5,22.8,37.6,28.4,55.3,51.9,34.7,33.6,68.7,-1.8,DIDNT_MAKE,2018,0.5346499999999998,0.6857142857142857,-0.05142857142857143
3558,Belmont,OVC,33,24,112.3,103.4,0.7217,58.8,48.9,18.1,16.9,25.2,25.7,27.9,26.8,61.7,48.1,37.6,33.5,68.3,-2.7,DIDNT_MAKE,2018,0.3893166666666667,0.7272727272727273,-0.08181818181818182
3559,UNC Greensboro,SC,35,27,103.4,95.2,0.7207,51.7,47.5,19.8,21.4,33.7,23.9,26.0,39.2,51.1,47.3,35.0,31.9,66.2,-1.6,R64,2018,0.39810999999999996,0.7714285714285715,-0.045714285714285714
3560,Iowa,B10,33,14,116.1,106.9,0.7202,54.3,53.1,18.7,15.5,34.1,28.0,35.4,28.1,53.3,51.2,37.5,37.6,71.4,-5.7,DIDNT_MAKE,2018,0.8089000000000001,0.42424242424242425,-0.17272727272727273
3561,Montana,BSky,34,26,106.7,98.4,0.7184,51.2,48.4,17.4,21.2,33.5,26.1,38.3,41.4,51.4,46.3,33.7,35.2,69.1,-1.1,R64,2018,0.42981666666666674,0.7647058823529411,-0.03235294117647059
3562,Vanderbilt,SEC,32,12,114.7,105.9,0.7142,51.8,52.4,17.7,14.7,28.6,27.7,36.2,36.5,50.8,50.7,35.3,37.4,67.0,-6.0,DIDNT_MAKE,2018,0.8223999999999999,0.375,-0.1875
3563,Temple,Amer,33,17,107.4,99.3,0.7113,49.3,49.8,15.9,18.7,27.7,32.4,25.6,31.5,47.2,50.5,35.0,32.4,68.4,-3.3,DIDNT_MAKE,2018,0.6153,0.5151515151515151,-0.09999999999999999
3564,DePaul,BE,31,11,103.8,96.0,0.7111,47.9,52.0,19.4,20.2,32.9,28.1,29.4,32.3,48.5,49.2,31.0,37.1,71.0,-6.7,DIDNT_MAKE,2018,0.84766,0.3548387096774194,-0.2161290322580645
3565,Northern Kentucky,Horz,32,22,106.2,98.3,0.7087,53.8,47.1,17.6,19.2,28.0,26.8,31.0,31.7,55.7,46.7,34.0,31.8,69.6,-4.5,DIDNT_MAKE,2018,0.3727599999999999,0.6875,-0.140625
3566,SMU,Amer,33,17,107.6,99.8,0.7041,52.0,49.5,18.0,21.7,32.7,31.7,30.5,30.6,48.7,48.6,37.9,33.8,65.4,-6.3,DIDNT_MAKE,2018,0.6153,0.5151515151515151,-0.19090909090909092
3567,Furman,SC,33,23,108.1,100.8,0.6911,54.9,50.1,16.5,20.6,27.0,28.6,28.2,29.9,56.8,51.4,35.3,32.0,69.7,-4.0,DIDNT_MAKE,2018,0.39810999999999996,0.696969696969697,-0.12121212121212122
3568,Georgia St.,SB,35,24,108.8,101.5,0.6894,53.9,47.1,16.7,20.6,25.6,33.4,30.9,38.6,50.9,44.0,38.7,33.8,67.7,-5.1,R64,2018,0.45217499999999994,0.6857142857142857,-0.1457142857142857
3569,Washington,P12,34,21,105.9,98.8,0.6886,51.7,50.7,18.6,21.1,28.9,33.3,36.7,34.4,51.6,50.9,34.6,33.4,70.8,-2.5,DIDNT_MAKE,2018,0.7002,0.6176470588235294,-0.07352941176470588
3570,Tulsa,Amer,31,19,108.5,101.4,0.6853,50.7,49.5,18.6,17.9,32.0,29.6,41.6,25.3,49.7,47.9,34.7,34.4,68.8,-4.1,DIDNT_MAKE,2018,0.6153,0.6129032258064516,-0.132258064516129
3571,Stephen F. Austin,Slnd,35,28,103.8,97.1,0.6832,53.1,49.7,20.7,25.9,32.0,28.5,40.5,50.3,51.7,47.4,37.4,35.6,72.1,-1.9,R64,2018,0.29631538461538465,0.8,-0.054285714285714284
3572,Utah Valley,WAC,34,23,109.0,102.0,0.6814,54.2,48.1,19.8,17.5,30.9,27.5,39.1,28.5,51.9,47.4,38.9,32.9,69.2,-4.1,DIDNT_MAKE,2018,0.43829999999999997,0.6764705882352942,-0.12058823529411763
3573,New Mexico,MWC,34,19,113.2,106.1,0.6778,53.5,54.8,16.8,22.0,26.1,31.0,34.6,39.9,51.4,53.7,37.1,38.1,72.2,-6.1,DIDNT_MAKE,2018,0.6094636363636364,0.5588235294117647,-0.17941176470588235
3574,Bucknell,Pat,35,25,108.0,101.3,0.6759999999999999,53.9,47.8,17.0,17.0,27.0,27.5,42.6,34.5,55.0,47.0,34.8,33.1,72.9,-3.0,R64,2018,0.31753,0.7142857142857143,-0.08571428571428572
3575,Vermont,AE,35,27,110.7,103.8,0.6759,55.9,50.6,16.9,16.8,26.0,22.6,41.8,25.0,53.8,49.9,39.9,34.6,65.2,-0.9,DIDNT_MAKE,2018,0.3656,0.7714285714285715,-0.025714285714285714
3576,Northern Colorado,BSky,38,26,106.7,100.2,0.674,53.7,48.8,16.7,17.3,25.6,24.4,33.7,36.7,54.0,48.7,35.5,32.8,73.1,-6.2,DIDNT_MAKE,2018,0.42981666666666674,0.6842105263157895,-0.1631578947368421
3577,Northern Iowa,MVC,32,16,103.6,97.3,0.6732,48.5,49.8,17.5,17.0,24.5,22.1,31.3,25.6,47.3,46.4,33.5,37.0,63.7,-7.1,DIDNT_MAKE,2018,0.6028100000000001,0.5,-0.221875
3578,Oregon St.,P12,32,16,107.4,100.9,0.6713,52.1,49.6,19.4,18.6,31.8,28.7,38.7,38.2,53.3,48.1,32.9,34.8,66.8,-7.3,DIDNT_MAKE,2018,0.7002,0.5,-0.228125
3579,Northeastern,CAA,33,23,106.1,99.8,0.6709,56.9,49.4,19.8,17.9,25.3,25.6,35.1,33.0,57.6,51.1,37.3,30.0,68.0,-4.0,DIDNT_MAKE,2018,0.43068,0.696969696969697,-0.12121212121212122
3580,Minnesota,B10,32,15,108.3,101.8,0.6706,48.7,50.5,15.5,16.0,30.0,29.5,35.1,27.1,47.1,47.3,34.6,37.5,71.2,-5.0,DIDNT_MAKE,2018,0.8089000000000001,0.46875,-0.15625
3581,Mississippi,SEC,32,12,110.4,103.9,0.6687,48.3,51.5,15.9,17.3,31.3,30.7,33.8,36.9,48.7,48.1,31.9,37.8,71.0,-7.0,DIDNT_MAKE,2018,0.8223999999999999,0.375,-0.21875
3582,East Tennessee St.,SC,34,25,103.5,97.5,0.6652,53.8,47.1,19.7,20.6,30.7,27.7,33.1,33.4,54.8,46.4,34.7,32.0,68.9,-3.1,DIDNT_MAKE,2018,0.39810999999999996,0.7352941176470589,-0.0911764705882353
3583,Penn,Ivy,33,24,103.6,97.6,0.6644,52.9,47.0,16.6,17.0,23.8,22.6,33.4,31.8,53.3,48.0,34.8,30.0,70.1,-3.3,R64,2018,0.4140875,0.7272727272727273,-0.09999999999999999
3584,UNLV,MWC,33,20,110.4,104.1,0.6637,53.5,48.7,19.1,15.5,34.5,29.9,43.4,26.2,54.8,46.7,33.4,35.2,73.8,-4.8,DIDNT_MAKE,2018,0.6094636363636364,0.6060606060606061,-0.14545454545454545
3585,Marshall,CUSA,36,25,108.8,102.5,0.6633,54.7,49.9,17.2,18.4,22.4,32.3,33.1,28.9,55.5,48.7,35.9,35.0,75.9,-2.5,R32,2018,0.518242857142857,0.6944444444444444,-0.06944444444444445
3586,Colorado,P12,32,17,104.8,99.0,0.6588,50.6,49.3,20.0,15.1,29.3,26.3,33.3,34.0,48.8,46.6,35.8,35.7,69.2,-4.5,DIDNT_MAKE,2018,0.7002,0.53125,-0.140625
3587,Grand Canyon,WAC,34,22,101.9,96.5,0.6514,48.5,44.3,18.8,21.5,31.7,28.3,39.1,39.2,49.2,45.6,31.7,27.5,69.9,-5.4,DIDNT_MAKE,2018,0.43829999999999997,0.6470588235294118,-0.15882352941176472
3588,UAB,CUSA,33,20,108.0,102.5,0.6448,54.7,50.6,19.0,17.6,30.9,25.0,28.3,26.8,55.9,49.1,34.8,35.0,68.8,-6.1,DIDNT_MAKE,2018,0.518242857142857,0.6060606060606061,-0.18484848484848485
3589,Georgia Tech,ACC,32,13,103.4,98.5,0.6385,46.9,49.2,19.2,18.9,30.8,30.6,34.8,31.8,46.6,45.4,31.8,37.9,67.0,-6.7,DIDNT_MAKE,2018,0.8080333333333336,0.40625,-0.209375
3590,San Diego,WCC,34,20,104.1,99.3,0.6325,53.1,46.3,19.6,17.8,22.4,26.4,39.3,41.9,51.7,46.4,36.6,30.7,68.0,-5.7,DIDNT_MAKE,2018,0.5346499999999998,0.5882352941176471,-0.16764705882352943
3591,Saint Joseph's,A10,32,16,104.5,99.9,0.628,48.8,49.6,13.9,16.2,23.5,24.5,34.6,24.6,47.7,48.9,33.7,33.7,71.6,-8.1,DIDNT_MAKE,2018,0.5500499999999999,0.5,-0.253125
3592,Missouri St.,MVC,33,18,108.3,103.6,0.6271,49.4,47.5,17.4,14.8,33.1,25.8,27.3,30.4,49.4,46.0,32.9,33.5,66.7,-8.0,DIDNT_MAKE,2018,0.6028100000000001,0.5454545454545454,-0.24242424242424243
3593,Toledo,MAC,34,23,113.2,108.3,0.6248,55.3,49.5,16.6,13.4,27.8,27.8,37.1,26.4,51.4,48.5,40.6,34.4,69.5,-4.5,DIDNT_MAKE,2018,0.4718833333333334,0.6764705882352942,-0.1323529411764706
3594,UCF,Amer,32,19,97.4,93.5,0.6165,47.8,45.7,20.7,18.9,28.5,28.6,43.1,26.2,47.1,43.7,32.9,33.1,65.8,-3.5,DIDNT_MAKE,2018,0.6153,0.59375,-0.109375
3595,Bradley,MVC,33,20,103.9,99.7,0.6155,48.9,47.7,20.0,20.3,31.3,29.0,37.8,35.6,46.6,46.2,35.6,33.3,67.0,-5.6,DIDNT_MAKE,2018,0.6028100000000001,0.6060606060606061,-0.16969696969696968
3596,Eastern Washington,BSky,35,20,107.4,103.3,0.6107,54.0,51.0,16.8,16.9,21.6,25.0,28.0,35.4,52.0,49.6,37.9,35.8,67.9,-7.1,DIDNT_MAKE,2018,0.42981666666666674,0.5714285714285714,-0.20285714285714285
3597,UC Santa Barbara,BW,32,23,110.2,106.2,0.6045,53.0,49.9,14.9,16.6,28.7,27.0,32.0,29.5,50.5,48.9,38.3,34.4,67.9,-3.9,DIDNT_MAKE,2018,0.3958555555555555,0.71875,-0.121875
3598,Wyoming,MWC,33,20,104.6,101.2,0.5944,52.1,51.0,17.6,19.1,19.5,25.7,41.2,37.8,52.7,48.6,34.2,37.0,74.5,-3.8,DIDNT_MAKE,2018,0.6094636363636364,0.6060606060606061,-0.11515151515151514
3599,Rutgers,B10,34,15,98.1,95.0,0.589,43.6,48.0,17.2,20.5,33.3,29.1,30.5,30.8,43.4,47.6,29.6,32.5,67.2,-6.8,DIDNT_MAKE,2018,0.8089000000000001,0.4411764705882353,-0.19999999999999998
3600,UT Arlington,SB,34,21,104.7,101.5,0.5886,52.5,49.2,20.1,19.3,30.8,27.7,34.8,34.7,51.0,47.9,36.5,33.9,73.9,-6.2,DIDNT_MAKE,2018,0.45217499999999994,0.6176470588235294,-0.1823529411764706
3601,Harvard,Ivy,32,18,100.8,97.8,0.5854,50.4,49.0,20.5,18.4,26.5,23.1,27.6,35.2,48.5,47.7,35.4,34.1,66.8,-6.8,DIDNT_MAKE,2018,0.4140875,0.5625,-0.2125
3602,La Salle,A10,32,13,104.6,101.6,0.5849,49.0,51.7,16.5,17.5,25.5,25.4,31.0,33.8,48.8,48.8,32.9,38.1,70.1,-11.1,DIDNT_MAKE,2018,0.5500499999999999,0.40625,-0.346875
3603,VCU,A10,33,18,105.5,102.7,0.5788,52.6,51.5,18.7,17.8,29.0,27.0,28.1,29.4,52.4,50.9,35.2,35.1,72.0,-7.0,DIDNT_MAKE,2018,0.5500499999999999,0.5454545454545454,-0.21212121212121213
3604,North Texas,CUSA,38,20,105.5,102.8,0.5741,51.2,48.6,18.7,17.3,30.2,25.7,33.6,38.8,50.0,49.1,35.4,31.9,68.5,-10.2,DIDNT_MAKE,2018,0.518242857142857,0.5263157894736842,-0.26842105263157895
3605,Florida Gulf Coast,ASun,35,23,105.8,103.2,0.5707,55.3,49.9,19.5,18.9,31.3,26.7,33.4,35.1,54.9,49.2,37.3,34.0,72.2,-6.4,DIDNT_MAKE,2018,0.29653750000000006,0.6571428571428571,-0.18285714285714286
3606,UC Davis,BW,33,22,103.2,100.8,0.5691,52.0,49.4,18.6,21.9,24.4,29.1,38.5,36.5,50.7,49.2,36.6,33.0,67.5,-4.4,DIDNT_MAKE,2018,0.3958555555555555,0.6666666666666666,-0.13333333333333333
3607,College of Charleston,CAA,34,26,106.8,104.3,0.5685,52.7,49.9,15.1,17.8,25.5,27.9,36.6,32.1,52.0,48.7,35.9,34.6,66.0,-2.1,R64,2018,0.43068,0.7647058823529411,-0.061764705882352944
3608,Evansville,MVC,32,17,97.6,95.4,0.5674,48.7,49.8,20.9,20.9,23.9,26.1,34.6,32.9,44.5,48.5,39.8,34.4,66.7,-7.7,DIDNT_MAKE,2018,0.6028100000000001,0.53125,-0.240625
3609,Wright St.,Horz,35,25,99.4,97.2,0.5638,48.6,48.3,18.6,21.0,28.7,25.3,35.3,29.9,47.7,45.8,33.5,34.7,69.3,-3.5,R64,2018,0.3727599999999999,0.7142857142857143,-0.1
3610,Utah St.,MWC,34,17,106.1,103.8,0.5631,53.2,51.9,18.8,17.6,25.4,26.4,33.2,33.3,52.5,50.7,36.0,36.0,68.0,-8.0,DIDNT_MAKE,2018,0.6094636363636364,0.5,-0.23529411764705882
3611,Eastern Michigan,MAC,35,22,101.3,99.1,0.563,51.4,47.5,18.7,20.1,30.4,32.7,29.2,31.6,52.0,44.6,33.6,34.6,66.0,-6.6,DIDNT_MAKE,2018,0.4718833333333334,0.6285714285714286,-0.18857142857142856
3612,UC Irvine,BW,35,18,99.4,97.3,0.5585,48.1,45.0,20.5,14.8,32.3,24.8,28.2,41.2,47.5,42.9,33.0,32.8,68.2,-9.1,DIDNT_MAKE,2018,0.3958555555555555,0.5142857142857142,-0.26
3613,Saint Louis,A10,33,17,101.3,99.3,0.5572,47.1,49.3,19.5,18.3,33.8,27.0,45.8,35.1,46.6,47.7,32.0,34.8,65.3,-7.9,DIDNT_MAKE,2018,0.5500499999999999,0.5151515151515151,-0.2393939393939394
3614,Illinois St.,MVC,33,18,104.4,102.5,0.5537,49.8,49.0,18.9,18.1,26.0,31.5,33.8,38.3,49.4,50.3,33.6,31.3,70.1,-5.9,DIDNT_MAKE,2018,0.6028100000000001,0.5454545454545454,-0.1787878787878788
3615,Louisiana Tech,CUSA,33,17,106.2,104.3,0.5516,50.9,50.6,17.9,18.2,27.4,29.0,36.5,32.1,48.2,48.6,36.7,36.4,68.5,-9.0,DIDNT_MAKE,2018,0.518242857142857,0.5151515151515151,-0.2727272727272727
3616,Indiana St.,MVC,31,13,103.2,101.4,0.5506,49.5,51.4,20.1,19.8,27.6,23.6,34.1,42.1,46.5,50.1,35.9,35.7,71.1,-10.3,DIDNT_MAKE,2018,0.6028100000000001,0.41935483870967744,-0.33225806451612905
3617,Drake,MVC,34,17,105.6,103.8,0.5496,50.4,51.6,17.2,16.9,23.6,27.9,32.3,24.5,48.4,52.3,35.6,33.6,69.3,-8.0,DIDNT_MAKE,2018,0.6028100000000001,0.5,-0.23529411764705882
3618,San Francisco,WCC,39,22,101.8,100.1,0.5476,49.4,48.9,17.4,17.0,28.0,25.7,29.3,36.9,48.4,48.5,33.8,33.3,68.0,-7.1,DIDNT_MAKE,2018,0.5346499999999998,0.5641025641025641,-0.18205128205128204
3619,Southern Illinois,MVC,33,20,104.4,102.8,0.5446,52.2,50.5,18.7,19.9,25.9,29.0,32.4,34.1,51.5,50.9,35.7,33.3,67.9,-5.3,DIDNT_MAKE,2018,0.6028100000000001,0.6060606060606061,-0.1606060606060606
3620,Memphis,Amer,34,21,107.6,106.0,0.5439,50.7,50.8,20.4,18.9,35.1,33.7,43.6,32.4,52.3,47.6,31.7,37.0,67.4,-4.4,DIDNT_MAKE,2018,0.6153,0.6176470588235294,-0.12941176470588237
3621,Canisius,MAAC,33,21,105.9,104.4,0.5411,54.2,50.5,18.7,21.6,29.9,30.4,29.9,37.2,55.9,51.7,34.8,32.1,70.0,-6.5,DIDNT_MAKE,2018,0.3761090909090909,0.6363636363636364,-0.19696969696969696
3622,Dayton,A10,31,14,108.3,106.8,0.5405,55.5,54.4,20.2,18.4,25.8,27.5,31.8,29.2,59.5,52.5,33.7,38.3,67.2,-9.6,DIDNT_MAKE,2018,0.5500499999999999,0.45161290322580644,-0.3096774193548387
3623,Lipscomb,ASun,33,23,103.2,101.8,0.5375,51.5,52.0,20.0,19.9,27.4,24.3,40.6,38.4,53.2,52.8,32.7,33.8,75.9,-3.2,R64,2018,0.29653750000000006,0.696969696969697,-0.09696969696969697
3624,Albany,AE,32,22,106.1,104.8,0.5371,50.5,50.6,17.5,17.0,34.6,24.3,37.0,27.1,48.7,51.6,36.8,32.6,67.4,-6.0,DIDNT_MAKE,2018,0.3656,0.6875,-0.1875
3625,Idaho,BSky,31,22,107.9,106.6,0.5348,54.7,50.1,19.4,16.1,31.1,24.2,30.4,30.2,50.3,48.1,41.1,35.2,66.8,-4.5,DIDNT_MAKE,2018,0.42981666666666674,0.7096774193548387,-0.14516129032258066
3626,Iona,MAAC,34,20,108.8,107.6,0.5333,53.9,52.5,16.0,18.8,24.5,30.8,30.2,28.6,51.5,51.7,38.3,35.8,71.5,-7.3,R64,2018,0.3761090909090909,0.5882352941176471,-0.21470588235294116
3627,Rider,MAAC,32,22,107.8,106.8,0.527,52.6,52.8,17.6,20.5,33.5,28.6,42.1,36.8,52.0,50.5,35.8,37.1,74.9,-3.4,DIDNT_MAKE,2018,0.3761090909090909,0.6875,-0.10625
3628,UTSA,CUSA,35,20,104.0,103.2,0.523,51.1,49.4,17.1,16.3,26.5,27.3,29.6,41.6,49.3,47.8,35.5,34.7,73.0,-7.1,DIDNT_MAKE,2018,0.518242857142857,0.5714285714285714,-0.20285714285714285
3629,Georgia Southern,SB,33,21,104.8,104.0,0.5225,49.2,49.7,16.1,20.3,30.3,31.9,38.2,35.2,48.4,50.4,33.6,32.4,69.9,-6.5,DIDNT_MAKE,2018,0.45217499999999994,0.6363636363636364,-0.19696969696969696
3630,Jacksonville St.,OVC,36,23,100.7,99.9,0.5217,50.2,48.4,19.2,19.3,33.4,26.2,30.4,32.4,51.3,47.3,31.8,33.3,67.2,-6.7,DIDNT_MAKE,2018,0.3893166666666667,0.6388888888888888,-0.18611111111111112
3631,Hofstra,CAA,31,19,110.0,109.4,0.5169,53.2,54.2,15.6,16.3,30.6,27.5,36.5,32.5,51.6,54.3,37.3,36.0,70.0,-6.1,DIDNT_MAKE,2018,0.43068,0.6129032258064516,-0.19677419354838707
3632,Mercer,SC,34,19,111.1,110.5,0.5157,54.3,53.1,18.8,16.5,31.4,24.9,35.7,33.6,52.7,52.5,37.8,35.8,65.4,-8.2,DIDNT_MAKE,2018,0.39810999999999996,0.5588235294117647,-0.24117647058823527
3633,Wofford,SC,34,21,108.0,107.8,0.5047,55.2,53.3,18.2,18.7,25.0,27.1,28.5,34.0,50.9,52.4,40.2,36.4,67.1,-5.9,DIDNT_MAKE,2018,0.39810999999999996,0.6176470588235294,-0.1735294117647059
3634,Valparaiso,MVC,32,15,101.5,101.5,0.502,50.8,48.5,21.2,19.5,26.7,28.0,36.7,44.1,50.5,48.6,34.1,32.2,70.9,-9.7,DIDNT_MAKE,2018,0.6028100000000001,0.46875,-0.303125
3635,Central Michigan,MAC,36,21,109.5,109.4,0.5009,51.0,52.5,17.0,17.9,31.1,31.0,33.7,27.2,50.5,53.1,34.4,34.5,68.3,-9.1,DIDNT_MAKE,2018,0.4718833333333334,0.5833333333333334,-0.25277777777777777
3636,UMBC,AE,36,25,102.1,102.2,0.4963,52.2,51.6,17.2,20.7,25.9,28.3,30.2,30.8,48.1,51.0,38.2,35.0,69.3,-4.9,R32,2018,0.3656,0.6944444444444444,-0.13611111111111113
3637,George Washington,A10,33,15,103.9,104.1,0.4952,49.5,51.4,19.2,17.1,31.7,30.0,28.9,28.1,50.2,50.3,32.1,35.7,66.8,-9.7,DIDNT_MAKE,2018,0.5500499999999999,0.45454545454545453,-0.29393939393939394
3638,Portland St.,BSky,34,20,106.8,107.0,0.494,49.2,55.0,16.5,22.0,34.7,30.5,33.3,43.3,48.9,54.0,33.2,38.0,75.7,-6.8,DIDNT_MAKE,2018,0.42981666666666674,0.5882352941176471,-0.19999999999999998
3639,Oakland,Horz,33,19,105.7,106.2,0.4866,52.0,50.8,18.1,16.9,28.0,28.6,35.5,27.8,51.4,48.5,35.2,37.3,72.0,-8.0,DIDNT_MAKE,2018,0.3727599999999999,0.5757575757575758,-0.24242424242424243
3640,William & Mary,CAA,31,19,114.0,114.8,0.4815,59.5,56.8,17.2,14.4,21.2,25.4,33.4,32.4,56.6,57.2,42.2,37.4,71.0,-6.2,DIDNT_MAKE,2018,0.43068,0.6129032258064516,-0.2
3641,Ball St.,MAC,32,19,102.0,102.7,0.4797,51.4,49.4,18.4,16.7,28.0,27.5,33.2,30.0,51.7,46.3,33.9,36.6,71.1,-6.8,DIDNT_MAKE,2018,0.4718833333333334,0.59375,-0.2125
3642,Weber St.,BSky,31,20,105.4,106.1,0.4784,56.0,50.1,17.5,15.9,19.3,26.8,35.1,31.8,52.5,49.2,41.0,34.7,68.5,-6.1,DIDNT_MAKE,2018,0.42981666666666674,0.6451612903225806,-0.19677419354838707
3643,Tulane,Amer,31,14,105.4,106.2,0.4774,51.5,50.5,18.8,17.2,27.5,30.0,34.5,34.6,50.9,49.8,35.0,34.5,70.3,-8.7,DIDNT_MAKE,2018,0.6153,0.45161290322580644,-0.2806451612903226
3644,Cal St. Fullerton,BW,32,20,101.6,102.5,0.47600000000000003,51.6,48.2,20.7,18.2,26.0,28.9,45.6,35.2,52.0,45.0,33.8,36.4,70.7,-5.5,R64,2018,0.3958555555555555,0.625,-0.171875
3645,Pacific,WCC,32,14,105.2,106.1,0.4756,48.5,53.0,17.2,18.3,30.3,27.3,40.5,35.2,48.4,51.7,32.6,36.6,67.6,-10.2,DIDNT_MAKE,2018,0.5346499999999998,0.4375,-0.31875
3646,Richmond,A10,32,12,107.1,108.0,0.4755,52.1,55.4,16.9,19.0,23.4,28.3,29.7,31.4,53.2,55.3,33.4,37.2,69.1,-11.4,DIDNT_MAKE,2018,0.5500499999999999,0.375,-0.35625
3647,Seattle,WAC,34,20,103.7,104.6,0.4744,51.0,47.2,19.6,15.5,29.7,27.9,34.5,41.0,47.4,44.8,37.2,34.5,68.5,-7.4,DIDNT_MAKE,2018,0.43829999999999997,0.5882352941176471,-0.21764705882352942
3648,Austin Peay,OVC,34,19,104.7,105.6,0.4734,49.9,54.0,19.8,22.1,34.7,28.9,35.9,39.9,49.0,53.0,34.8,37.1,70.2,-7.5,DIDNT_MAKE,2018,0.3893166666666667,0.5588235294117647,-0.22058823529411764
3649,Princeton,Ivy,29,13,104.9,106.1,0.4689,53.9,52.2,16.4,16.6,22.0,24.8,26.2,32.5,52.1,51.2,37.3,35.9,65.6,-10.1,DIDNT_MAKE,2018,0.4140875,0.4482758620689655,-0.3482758620689655
3650,Troy,SB,33,16,104.7,105.9,0.4676,51.4,50.2,18.0,16.6,26.9,28.9,33.6,31.6,52.1,49.7,33.7,34.0,69.4,-10.5,DIDNT_MAKE,2018,0.45217499999999994,0.48484848484848486,-0.3181818181818182
3651,Ohio,MAC,31,14,99.9,101.0,0.4672,51.0,49.9,18.0,18.1,22.4,26.4,30.9,30.1,48.4,50.7,37.2,32.4,72.7,-10.9,DIDNT_MAKE,2018,0.4718833333333334,0.45161290322580644,-0.35161290322580646
3652,Fort Wayne,Sum,33,18,106.9,108.2,0.4657,52.9,53.8,15.7,19.9,25.6,26.6,31.6,29.7,51.3,53.4,36.6,36.4,73.8,-8.2,DIDNT_MAKE,2018,0.459525,0.5454545454545454,-0.24848484848484848
